[0, 0, 0, 0, 0, 0],904,6191,623
[0, 0, 0, 0, 0, 1],904,5917,577
[0, 0, 0, 0, 1, 0],937,6579,577
[0, 0, 0, 0, 1, 1],937,6295,530
[0, 0, 0, 1, 0, 0],907,6533,608
[0, 0, 0, 1, 0, 1],907,6258,562
[0, 0, 0, 1, 1, 0],939,6923,562
[0, 0, 0, 1, 1, 1],939,6638,514
[0, 0, 1, 0, 0, 0],906,6147,632
[0, 0, 1, 0, 0, 1],906,5872,586
[0, 0, 1, 0, 1, 0],938,6535,586
[0, 0, 1, 0, 1, 1],938,6251,539
[0, 0, 1, 1, 0, 0],909,6489,617
[0, 0, 1, 1, 0, 1],909,6214,571
[0, 0, 1, 1, 1, 0],941,6879,571
[0, 0, 1, 1, 1, 1],941,6594,524
[0, 1, 0, 0, 0, 0],895,6556,534
[0, 1, 0, 0, 0, 1],895,6285,489
[0, 1, 0, 0, 1, 0],927,6941,489
[0, 1, 0, 0, 1, 1],927,6660,442
[0, 1, 0, 1, 0, 0],897,6899,519
[0, 1, 0, 1, 0, 1],897,6627,474
[0, 1, 0, 1, 1, 0],929,7285,474
[0, 1, 0, 1, 1, 1],929,7003,427
[0, 1, 1, 0, 0, 0],896,6513,544
[0, 1, 1, 0, 0, 1],896,6241,498
[0, 1, 1, 0, 1, 0],928,6897,498
[0, 1, 1, 0, 1, 1],928,6616,451
[0, 1, 1, 1, 0, 0],899,6856,528
[0, 1, 1, 1, 0, 1],899,6583,483
[0, 1, 1, 1, 1, 0],931,7242,483
[0, 1, 1, 1, 1, 1],931,6959,436
[1, 0, 0, 0, 0, 0],869,4959,600
[1, 0, 0, 0, 0, 1],869,4696,556
[1, 0, 0, 0, 1, 0],900,5333,556
[1, 0, 0, 0, 1, 1],900,5061,510
[1, 0, 0, 1, 0, 0],871,5299,585
[1, 0, 0, 1, 0, 1],871,5035,541
[1, 0, 0, 1, 1, 0],903,5675,541
[1, 0, 0, 1, 1, 1],903,5401,495
[1, 0, 1, 0, 0, 0],871,4917,609
[1, 0, 1, 0, 0, 1],871,4653,565
[1, 0, 1, 0, 1, 0],902,5291,565
[1, 0, 1, 0, 1, 1],902,5018,519
[1, 0, 1, 1, 0, 0],873,5257,594
[1, 0, 1, 1, 0, 1],873,4993,550
[1, 0, 1, 1, 1, 0],904,5633,550
[1, 0, 1, 1, 1, 1],904,5359,504
[1, 1, 0, 0, 0, 0],860,5317,516
[1, 1, 0, 0, 0, 1],860,5056,472
[1, 1, 0, 0, 1, 0],891,5687,472
[1, 1, 0, 0, 1, 1],891,5417,427
[1, 1, 0, 1, 0, 0],862,5657,501
[1, 1, 0, 1, 0, 1],862,5396,457
[1, 1, 0, 1, 1, 0],893,6029,457
[1, 1, 0, 1, 1, 1],893,5758,412
[1, 1, 1, 0, 0, 0],862,5275,525
[1, 1, 1, 0, 0, 1],862,5014,481
[1, 1, 1, 0, 1, 0],892,5646,481
[1, 1, 1, 0, 1, 1],892,5375,436
[1, 1, 1, 1, 0, 0],864,5616,509
[1, 1, 1, 1, 0, 1],864,5354,466
[1, 1, 1, 1, 1, 0],895,5988,466
[1, 1, 1, 1, 1, 1],895,5716,420

